"ride_id";"rideable_type";"started_at";"ended_at";"start_station_name";"member_casual";"duration"
"9C46397B33A2CAF2";"electric_bike";"2024-01-13 12:14:55";"2024-01-13 12:20:18";"11th & S St NW";"casual";323
"96F6BE89B982C34E";"classic_bike";"2024-01-24 19:13:44";"2024-01-24 19:30:44";"8th & D St NW";"casual";1020
"69192416F74C4750";"classic_bike";"2024-01-14 14:10:33";"2024-01-14 14:18:17";"5th & F St NW";"member";464
"4EBD37687C4FD448";"classic_bike";"2024-01-04 16:00:29";"2024-01-04 16:12:23";"Georgia & New Hampshire Ave NW";"casual";714
"F20AFBFE45D9DC7E";"classic_bike";"2024-01-29 14:23:33";"2024-01-29 14:29:53";"8th & D St NW";"casual";380
"ADB18CB3927FE87C";"classic_bike";"2024-01-26 07:45:04";"2024-01-26 07:53:47";"Georgia & New Hampshire Ave NW";"member";523
"CB0C39A0210BC580";"classic_bike";"2024-01-05 08:55:56";"2024-01-05 09:08:11";"Georgia & New Hampshire Ave NW";"member";735
"030CDC372CC914FF";"classic_bike";"2024-01-27 13:49:31";"2024-01-27 14:05:19";"11th & S St NW";"member";948
"BD7AAE9A7B7F2174";"classic_bike";"2024-01-07 16:17:34";"2024-01-07 16:30:17";"11th & S St NW";"member";763
"D1A8DA3FEC2F0286";"classic_bike";"2024-01-23 16:14:23";"2024-01-23 16:24:26";"5th & F St NW";"member";603
"DB3E2F6593C154A5";"classic_bike";"2024-01-31 16:45:25";"2024-01-31 16:51:57";"5th & F St NW";"member";392
"BB7EEF68943467E4";"classic_bike";"2024-01-07 13:48:18";"2024-01-07 14:05:17";"11th & S St NW";"member";1019
"50FFD93D74776242";"classic_bike";"2024-01-23 21:30:39";"2024-01-23 21:34:56";"14th & Harvard St NW";"member";257
"B73B616E024973DA";"electric_bike";"2024-01-28 11:15:16";"2024-01-28 11:34:01";"Kansas Ave & Sherman Cr NW";"member";1125
"AD297ADF7CB0F271";"electric_bike";"2024-01-12 17:04:04";"2024-01-12 17:13:32";"14th & Upshur St NW";"member";568
"E478C673F6362A83";"classic_bike";"2024-01-27 11:54:58";"2024-01-27 12:15:39";"8th & H St NE";"member";1241
"3DA601AE37CD4141";"classic_bike";"2024-01-31 12:02:41";"2024-01-31 12:23:26";"Calvert St & Woodley Pl NW";"member";1245
"65B38983CA5D9D52";"classic_bike";"2024-01-31 11:46:47";"2024-01-31 12:06:18";"2nd St & Massachusetts Ave NE";"casual";1171
"0F2DE0AA6AC92F44";"classic_bike";"2024-01-30 16:49:05";"2024-01-30 16:57:24";"Baron Cameron Ave & North Hampton Ave";"casual";499
"6820FDC84C1C6D39";"classic_bike";"2024-01-07 12:32:32";"2024-01-07 12:56:37";"8th & K St NE";"member";1445
"12DD44B0460F75EF";"electric_bike";"2024-01-13 13:54:33";"2024-01-13 14:13:09";"8th & K St NE";"member";1116
"61BF0F4703645FB6";"classic_bike";"2024-01-12 18:42:05";"2024-01-13 10:37:47";"2nd St & Massachusetts Ave NE";"member";57342
"8BD2BD1FA49D0EF9";"classic_bike";"2024-01-03 06:41:02";"2024-01-03 06:48:44";"Baron Cameron Ave & North Hampton Ave";"member";462
"7BA2856D6BA73A6C";"classic_bike";"2024-01-05 10:13:21";"2024-01-05 10:21:35";"Baron Cameron Ave & North Hampton Ave";"member";494
"4117BD60B9473AAD";"electric_bike";"2024-01-31 15:46:39";"2024-01-31 15:57:19";"2nd St & Massachusetts Ave NE";"member";640
"7327294D3EA9AFB3";"classic_bike";"2024-01-15 18:37:24";"2024-01-15 19:06:46";"15th St & Constitution Ave NW";"member";1762
"1BCFF0DB27E2E734";"classic_bike";"2024-01-17 19:41:19";"2024-01-17 19:45:43";"4th & C St SW";"member";264
"F831DDDE8ACCAAE4";"classic_bike";"2024-01-10 07:22:26";"2024-01-10 07:31:25";"North Capitol St & F St NW";"member";539
"99F54E008D0910BA";"classic_bike";"2024-01-09 07:02:55";"2024-01-09 07:12:01";"North Capitol St & F St NW";"member";546
"25D0D554D319FFB7";"classic_bike";"2024-01-10 21:27:24";"2024-01-10 21:31:20";"Metro Center / 12th & G St NW";"member";236
"A01916751166E06C";"classic_bike";"2024-01-09 07:43:36";"2024-01-09 07:57:52";"North Capitol St & F St NW";"member";856
"8D04360EEA746950";"electric_bike";"2024-01-13 08:28:32";"2024-01-13 08:40:19";"Virginia Ave & 25th St NW";"casual";707
"59D79B8B4E1D9C42";"classic_bike";"2024-01-13 14:35:52";"2024-01-13 15:51:10";"4th & C St SW";"casual";4518
"8D0F6379775A7E50";"classic_bike";"2024-01-05 16:06:25";"2024-01-05 16:13:12";"4th & C St SW";"casual";407
"4154626C6C86B84F";"classic_bike";"2024-01-22 17:00:20";"2024-01-22 17:17:18";"15th St & Constitution Ave NW";"casual";1018
"B49A6EEBA920E2D2";"classic_bike";"2024-01-13 14:34:26";"2024-01-13 15:51:01";"4th & C St SW";"casual";4595
"B543C6EFE41AF23B";"classic_bike";"2024-01-31 12:14:33";"2024-01-31 12:27:00";"North Capitol St & F St NW";"casual";747
"D5CE7544A476099B";"classic_bike";"2024-01-07 12:51:53";"2024-01-07 12:59:54";"Constitution Ave & 2nd St NW/DOL";"casual";481
"C746E54C316DE52F";"electric_bike";"2024-01-02 14:29:08";"2024-01-02 14:46:14";"Constitution Ave & 2nd St NW/DOL";"casual";1026
"95B68AE82775CECD";"classic_bike";"2024-01-04 17:15:52";"2024-01-04 17:34:25";"15th St & Constitution Ave NW";"member";1113
"DBC641979BFAF3D1";"classic_bike";"2024-01-12 17:19:25";"2024-01-12 17:45:50";"15th St & Constitution Ave NW";"casual";1585
"67E13919EA67D03B";"classic_bike";"2024-01-13 09:39:12";"2024-01-13 10:04:10";"15th St & Constitution Ave NW";"member";1498
"ECF0B24FDB93A31A";"classic_bike";"2024-01-08 16:28:27";"2024-01-08 16:52:47";"15th St & Constitution Ave NW";"member";1460
"7F5769FF97323EE0";"classic_bike";"2024-01-03 08:14:12";"2024-01-03 08:24:19";"Constitution Ave & 2nd St NW/DOL";"member";607
"CB1B0DFB5A1A67A9";"classic_bike";"2024-01-04 06:16:54";"2024-01-04 06:25:33";"North Capitol St & F St NW";"member";519
"F249099F798B10CF";"classic_bike";"2024-01-26 15:34:39";"2024-01-26 18:28:35";"15th St & Constitution Ave NW";"casual";10436
"814788B59E74C96B";"classic_bike";"2024-01-20 17:39:28";"2024-01-20 17:46:13";"15th St & Constitution Ave NW";"member";405
"40D05F0476F4616C";"classic_bike";"2024-01-27 10:14:12";"2024-01-27 10:17:36";"Metro Center / 12th & G St NW";"member";204
"4F60119D2313283E";"classic_bike";"2024-01-28 06:14:27";"2024-01-28 06:23:06";"4th & C St SW";"member";519
"C283FFAF19EF84B4";"classic_bike";"2024-01-12 17:18:56";"2024-01-12 17:45:46";"15th St & Constitution Ave NW";"member";1610
"44D064F3B6B8E45A";"electric_bike";"2024-01-29 09:50:20";"2024-01-29 09:57:40";"North Capitol St & F St NW";"member";440
"301D69A914D762FB";"electric_bike";"2024-01-24 09:49:07";"2024-01-24 09:57:10";"North Capitol St & F St NW";"member";483
"29561E60B0F5DA4C";"electric_bike";"2024-01-02 16:35:30";"2024-01-02 16:41:56";"Virginia Ave & 25th St NW";"member";386
"37297C3E29082BB6";"electric_bike";"2024-01-24 01:26:33";"2024-01-24 01:30:35";"14th St & Colorado Ave NW";"member";242
"8C0DE6891D190312";"classic_bike";"2024-01-08 21:13:13";"2024-01-08 21:17:24";"16th & R St NW";"member";251
"A3A56BCCE32C26F8";"classic_bike";"2024-01-01 14:53:02";"2024-01-01 15:11:03";"Columbia & Ontario Rd NW";"member";1081
"D53D0C07D3D56DAE";"classic_bike";"2024-01-24 08:08:46";"2024-01-24 08:13:41";"16th & R St NW";"member";295
"79C99AEBD146440B";"electric_bike";"2024-01-14 15:37:28";"2024-01-14 15:40:28";"Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center";"member";180
"2A10F18F9B744696";"electric_bike";"2024-01-25 18:09:26";"2024-01-25 18:16:24";"Fort Totten Metro";"casual";418
"5D7105F3BCCC9B16";"classic_bike";"2024-01-25 15:06:06";"2024-01-25 15:14:37";"Thomas Circle";"member";511
"87AB1DB2E0D59C46";"classic_bike";"2024-01-25 12:21:53";"2024-01-25 12:29:43";"Thomas Circle";"member";470
"1A867FD8BCA76EA8";"electric_bike";"2024-01-11 13:29:48";"2024-01-11 13:37:10";"14th & Q St NW";"casual";442
"3CF470C61AAF3440";"electric_bike";"2024-01-11 12:17:17";"2024-01-11 12:24:15";"Thomas Circle";"casual";418
"E2C447C3BF189BCD";"electric_bike";"2024-01-11 10:50:44";"2024-01-11 10:56:00";"9th & Upshur St NW";"casual";316
"7669CD1A1A166DF3";"electric_bike";"2024-01-11 09:24:35";"2024-01-11 09:31:34";"Fort Totten Metro";"casual";419
"027071BB489F8CD6";"electric_bike";"2024-01-13 12:57:02";"2024-01-13 13:07:52";"9th & Upshur St NW";"casual";650
"90EB669C07ECDCB1";"electric_bike";"2024-01-31 16:03:35";"2024-01-31 16:09:44";"Thomas Circle";"member";369
"82E455EF545C038A";"electric_bike";"2024-01-05 17:01:00";"2024-01-05 17:06:11";"9th & Upshur St NW";"casual";311
"CEA27400BF94B958";"electric_bike";"2024-01-05 13:47:56";"2024-01-05 13:53:17";"Fort Totten Metro";"casual";321
"389F08C45D8EA4C0";"electric_bike";"2024-01-05 17:43:53";"2024-01-05 18:02:20";"Thomas Circle";"casual";1107
"30173BF6FFEA3A95";"electric_bike";"2024-01-25 15:37:40";"2024-01-25 15:43:22";"9th & Upshur St NW";"casual";342
"9BFBBD9906D3E2BC";"classic_bike";"2024-01-23 17:12:37";"2024-01-23 17:56:10";"Thomas Circle";"member";2613
"5A65F8521D209BF6";"electric_bike";"2024-01-22 16:12:04";"2024-01-22 16:21:48";"Thomas Circle";"member";584
"0809408ABE68A325";"classic_bike";"2024-01-23 10:56:23";"2024-01-23 11:06:14";"Thomas Circle";"member";591
"921527B7DB841894";"electric_bike";"2024-01-17 12:13:49";"2024-01-17 12:21:27";"Thomas Circle";"casual";458
"04D2E9025069D842";"electric_bike";"2024-01-22 22:37:32";"2024-01-22 22:45:01";"Thomas Circle";"casual";449
"D7AAFC202636C535";"classic_bike";"2024-01-10 14:11:24";"2024-01-10 14:23:20";"Thomas Circle";"member";716
"3F68D76A45CE1649";"electric_bike";"2024-01-05 18:16:54";"2024-01-05 18:21:49";"14th & Q St NW";"member";295
"C903DD18A7FFDE58";"electric_bike";"2024-01-26 16:50:38";"2024-01-26 17:01:24";"Thomas Circle";"member";646
"C318DA808EFD8870";"electric_bike";"2024-01-10 09:16:35";"2024-01-10 09:29:52";"Thomas Circle";"member";797
"ED3A080800CE2793";"classic_bike";"2024-01-23 17:06:39";"2024-01-23 17:41:25";"Thomas Circle";"member";2086
"00982FCC21783985";"classic_bike";"2024-01-12 11:33:18";"2024-01-12 11:37:31";"14th & Q St NW";"member";253
"ADAE027BF32983C5";"classic_bike";"2024-01-27 19:58:45";"2024-01-27 20:04:14";"14th & Q St NW";"member";329
"FE80EE3CE83F58CA";"electric_bike";"2024-01-04 07:20:03";"2024-01-04 07:24:55";"11th & Park Rd NW";"member";292
"7290E0C8619A52D2";"classic_bike";"2024-01-10 09:19:30";"2024-01-10 09:33:52";"1st & O St NW";"member";862
"944D83877BBA1B5D";"electric_bike";"2024-01-30 19:57:23";"2024-01-30 20:02:17";"1st & O St NW";"member";294
"A4303A5A3EC2799A";"electric_bike";"2024-01-22 20:38:25";"2024-01-22 20:41:32";"1st & O St NW";"member";187
"6C56D5BD007FC885";"classic_bike";"2024-01-24 20:53:13";"2024-01-24 20:57:21";"1st & O St NW";"member";248
"DDECC7B96831AB0F";"classic_bike";"2024-01-18 20:45:51";"2024-01-18 20:49:33";"1st & O St NW";"member";222
"F191575E78017EB3";"classic_bike";"2024-01-14 16:17:40";"2024-01-14 16:22:24";"1st & O St NW";"member";284
"070A271CD611AE53";"classic_bike";"2024-01-31 20:56:14";"2024-01-31 20:59:59";"1st & O St NW";"member";225
"1C132779ED704A51";"classic_bike";"2024-01-10 08:38:09";"2024-01-10 08:50:50";"1st & O St NW";"member";761
"275012B59C94F605";"classic_bike";"2024-01-12 08:37:06";"2024-01-12 08:51:54";"1st & O St NW";"member";888
"6974F9853F989648";"electric_bike";"2024-01-11 07:14:20";"2024-01-11 07:19:17";"11th & Park Rd NW";"casual";297
"C1089E162E7969D5";"electric_bike";"2024-01-24 12:57:29";"2024-01-24 13:01:12";"Kansas Ave & Sherman Cr NW";"casual";223
"803862DDD93D4E19";"classic_bike";"2024-01-08 20:48:54";"2024-01-08 20:56:27";"14th & Harvard St NW";"member";453
"8E13815060410F3A";"classic_bike";"2024-01-10 20:22:25";"2024-01-10 20:29:18";"14th & Harvard St NW";"member";413
"E325EE38A0C6494A";"classic_bike";"2024-01-08 06:36:37";"2024-01-08 06:40:14";"14th & Harvard St NW";"member";217
"38FF23008B7A47BE";"classic_bike";"2024-01-29 16:34:10";"2024-01-29 17:02:36";"2nd & V St SW / James Creek Marina";"member";1706
"7E38ADCC0BC482BE";"electric_bike";"2024-01-30 15:28:37";"2024-01-30 15:35:12";"17th St & Rhode Island Ave NW";"member";395
"48111955D109FDE2";"classic_bike";"2024-01-11 07:01:57";"2024-01-11 07:19:08";"Clarendon Metro / Wilson Blvd & N Highland St";"member";1031
"3C8C5877F9BB71E5";"electric_bike";"2024-01-27 13:10:38";"2024-01-27 14:23:07";"Smithsonian-National Mall / Jefferson Dr & 12th St SW";"casual";4349
"0E851747A5003131";"classic_bike";"2024-01-05 16:59:19";"2024-01-05 17:13:42";"23rd & M St NW";"casual";863
"8FA97BB1AA439973";"classic_bike";"2024-01-11 14:13:17";"2024-01-11 15:55:53";"Smithsonian-National Mall / Jefferson Dr & 12th St SW";"casual";6156
"D4FC869396EB9513";"classic_bike";"2024-01-10 14:42:54";"2024-01-10 14:44:29";"Smithsonian-National Mall / Jefferson Dr & 12th St SW";"member";95
"F715D349B206D464";"classic_bike";"2024-01-08 14:40:52";"2024-01-08 15:01:09";"Smithsonian-National Mall / Jefferson Dr & 12th St SW";"casual";1217
"2F66BAC2E5CF60A2";"classic_bike";"2024-01-08 14:44:44";"2024-01-08 15:00:50";"Smithsonian-National Mall / Jefferson Dr & 12th St SW";"casual";966
"9CA260B9BFDFE4FA";"classic_bike";"2024-01-08 14:34:38";"2024-01-08 15:00:28";"Smithsonian-National Mall / Jefferson Dr & 12th St SW";"casual";1550
"CF05EFFB086F082B";"electric_bike";"2024-01-08 23:01:34";"2024-01-08 23:10:42";"22nd & P ST NW";"casual";548
"77317D55F84AB932";"classic_bike";"2024-01-03 17:38:18";"2024-01-03 17:46:38";"17th St & Rhode Island Ave NW";"member";500
"0DD371E67FCBC7FC";"classic_bike";"2024-01-02 17:40:14";"2024-01-02 17:46:30";"17th St & Rhode Island Ave NW";"member";376
"9EDD927AC4B7560A";"classic_bike";"2024-01-25 20:06:14";"2024-01-25 20:13:27";"17th St & Rhode Island Ave NW";"member";433
"D9872ED89D22D2D1";"classic_bike";"2024-01-29 07:54:18";"2024-01-29 08:01:40";"17th St & Rhode Island Ave NW";"member";442
"06A8058B457ADEA2";"classic_bike";"2024-01-04 18:26:32";"2024-01-04 18:41:25";"17th St & Rhode Island Ave NW";"member";893
"9B1A955C84FE575A";"classic_bike";"2024-01-11 22:16:56";"2024-01-11 22:27:26";"22nd & P ST NW";"member";630
"A8865F72766AF0A6";"classic_bike";"2024-01-08 18:47:59";"2024-01-08 18:56:09";"22nd & P ST NW";"member";490
"D24C30450567978B";"electric_bike";"2024-01-23 16:12:16";"2024-01-23 16:36:02";"Smithsonian-National Mall / Jefferson Dr & 12th St SW";"member";1426
"B57F9B16773AC0EE";"classic_bike";"2024-01-27 15:38:49";"2024-01-27 16:16:46";"23rd & M St NW";"member";2277
"6169652FB6ABC410";"classic_bike";"2024-01-12 05:18:23";"2024-01-12 05:27:37";"23rd & M St NW";"member";554
"2BE6A5298E4116C5";"classic_bike";"2024-01-24 21:42:41";"2024-01-24 21:52:27";"17th St & Rhode Island Ave NW";"member";586
"AC678C4C8946A142";"classic_bike";"2024-01-30 17:11:02";"2024-01-30 17:21:27";"17th St & Rhode Island Ave NW";"member";625
"1ECDA3AFA08BDAE8";"classic_bike";"2024-01-24 07:14:11";"2024-01-24 07:22:16";"17th & P St NW";"casual";485
"F5A0AFE0D6238203";"classic_bike";"2024-01-26 17:21:47";"2024-01-26 17:48:40";"N Lynn St & Fairfax Dr";"member";1613
"3DE17F6CFF4D1431";"classic_bike";"2024-01-06 00:08:57";"2024-01-06 00:16:50";"14th St & Colorado Ave NW";"member";473
"EB6EFE06EEC982BC";"electric_bike";"2024-01-17 01:17:19";"2024-01-17 01:21:43";"14th St & Colorado Ave NW";"member";264
"D6EA2EECE7691AE8";"classic_bike";"2024-01-09 23:27:00";"2024-01-09 23:33:41";"14th St & Colorado Ave NW";"member";401
"8C2BB9E0EDC9985B";"electric_bike";"2024-01-12 00:56:25";"2024-01-12 01:01:32";"14th St & Colorado Ave NW";"member";307
"65F238A39A94DF55";"electric_bike";"2024-01-21 16:44:13";"2024-01-21 16:49:35";"14th St & Colorado Ave NW";"member";322
"B16C2237E51D2DAB";"electric_bike";"2024-01-26 01:32:22";"2024-01-26 01:38:06";"14th St & Colorado Ave NW";"member";344
"A53FBF1CE358426F";"electric_bike";"2024-01-05 00:07:06";"2024-01-05 00:11:17";"14th St & Colorado Ave NW";"member";251
"EBA71025EBA2D81F";"electric_bike";"2024-01-07 01:22:45";"2024-01-07 01:27:18";"14th St & Colorado Ave NW";"member";273
"B8C55BA6492189F2";"classic_bike";"2024-01-29 17:39:46";"2024-01-29 17:52:50";"17th & P St NW";"member";784
"6B875A277C4E1E66";"electric_bike";"2024-01-11 18:30:21";"2024-01-11 18:39:58";"17th & P St NW";"member";577
